DATE,TAVG,TAVG_LAG_1,TAVG_LAG_2,TAVG_LAG_3,TAVG_LAG_4,TAVG_LAG_5,TAVG_LAG_6,TAVG_LAG_7,TAVG_LAG_8,TAVG_LAG_9,TAVG_LAG_10,TAVG_LAG_11,TAVG_LAG_12
1993-06-30,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224,42.85,52.41935483870968,63.86666666666667,70.33870967741936,69.43548387096774,67.71666666666667
1993-07-31,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224,42.85,52.41935483870968,63.86666666666667,70.33870967741936,69.43548387096774
1993-08-31,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224,42.85,52.41935483870968,63.86666666666667,70.33870967741936
1993-09-30,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224,42.85,52.41935483870968,63.86666666666667
1993-10-31,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224,42.85,52.41935483870968
1993-11-30,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224,42.85
1993-12-31,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968,34.806451612903224
1994-01-31,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715,32.41935483870968
1994-02-28,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355,27.089285714285715
1994-03-31,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3,36.38709677419355
1994-04-30,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516,48.3
1994-05-31,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334,60.29032258064516
1994-06-30,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483,69.43333333333334
1994-07-31,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419,74.70967741935483
1994-08-31,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8,73.54838709677419
1994-09-30,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516,64.8
1994-10-31,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6,52.29032258064516
1994-11-30,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484,45.6
1994-12-31,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484,34.20967741935484
1995-01-31,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427,22.20967741935484
1995-02-28,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452,26.928571428571427
1995-03-31,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333,38.12903225806452
1995-04-30,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416,51.38333333333333
1995-05-31,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666,58.354838709677416
1995-06-30,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387,71.86666666666666
1995-07-31,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162,77.46774193548387
1995-08-31,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334,72.40322580645162
1995-09-30,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387,64.18333333333334
1995-10-31,58.33870967741935,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333,55.46774193548387
1995-11-30,41.86666666666667,58.33870967741935,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5,48.93333333333333
1995-12-31,31.677419354838708,41.86666666666667,58.33870967741935,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256,38.5
1996-01-31,30.112903225806452,31.677419354838708,41.86666666666667,58.33870967741935,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427,34.564516129032256
1996-02-29,30.896551724137932,30.112903225806452,31.677419354838708,41.86666666666667,58.33870967741935,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516,28.428571428571427
1996-03-31,36.516129032258064,30.896551724137932,30.112903225806452,31.677419354838708,41.86666666666667,58.33870967741935,63.1,72.7741935483871,75.85483870967742,68.61666666666666,57.20967741935484,46.05,38.79032258064516
